method,dataset,mask,budget,click,win_rate,ecpc,cer,wrc
PPO_GAIL,ipinyou,0.3,0.5,94.0,0.2929073515182971,2291.422018348624,0.0475687145917162,1.4929805211865303e-06
PPO_GAIL,ipinyou,0.4,0.03125,74.0,0.2397493320005382,4018.783783783784,0.0184135310534987,8.061781902570304e-07
PPO_GAIL,ipinyou,0.4,0.0625,91.0,0.3580028578202395,5868.151515151515,0.0168707300321716,6.360274094956477e-07
PPO_GAIL,ipinyou,0.4,0.125,91.0,0.3580028578202395,6769.392,0.0184654692770044,5.462512310606859e-07
PPO_GAIL,ipinyou,0.4,0.25,91.0,0.3580028578202395,6766.784,0.018472586091118,5.464390365472888e-07
PPO_GAIL,ipinyou,0.4,0.5,87.0,0.2986293996655196,2021.2857142857144,0.0450208495300021,1.9463341134205708e-06
PPO_GAIL,ipinyou,0.5,0.03125,46.0,0.1856942388650738,6406.282608695652,0.0071804512553912,6.301363093467141e-07
PPO_GAIL,ipinyou,0.5,0.0625,88.0,0.331628893459693,5138.333333333333,0.0204346415828738,7.162717189568738e-07
PPO_GAIL,ipinyou,0.5,0.125,88.0,0.331628893459693,5364.798165137615,0.0203176329555734,6.893281935542183e-07
PPO_GAIL,ipinyou,0.5,0.25,82.0,0.2903442840391382,1465.3977272727273,0.0600519561087201,2.571663707957761e-06
PPO_GAIL,ipinyou,0.5,0.5,82.0,0.2903442840391382,1465.3977272727273,0.0600519561087201,2.571663707957761e-06
Uniform,ipinyou,0.0,0.03125,12.0,0.043937384261483,25611.25,0.0004685440968324,1.4296251406928297e-07
Uniform,ipinyou,0.0,0.0625,27.0,0.0875479774193877,22765.555555555555,0.0011860022451071,1.4243086114400853e-07
Uniform,ipinyou,0.0,0.125,61.0,0.1739169437983102,20153.081967213115,0.003026832327643,1.414720311243207e-07
Uniform,ipinyou,0.0,0.25,154.0,0.3769503341601604,15965.448051948051,0.0096458301388672,1.5331417161823908e-07
Uniform,ipinyou,0.0,0.5,368.0,0.8060142378386911,13362.39945652174,0.0275399640010306,1.639118848534654e-07
Uniform,ipinyou,0.1,0.03125,13.0,0.0499349621627133,23641.153846153848,0.000549888558088,1.624773037978537e-07
Uniform,ipinyou,0.1,0.0625,30.0,0.1023368767741468,20488.9,0.0014642074489113,1.6649157474558873e-07
Uniform,ipinyou,0.1,0.125,63.0,0.2002460544779347,19513.31746031746,0.0032285642934943,1.628892067020852e-07
Uniform,ipinyou,0.1,0.25,170.0,0.4389573441498977,14462.835294117647,0.0117542650899953,1.785335981431912e-07
Uniform,ipinyou,0.1,0.5,339.0,0.819380634742429,12939.557522123894,0.0261987320215843,1.8679556976786305e-07
Uniform,ipinyou,0.2,0.03125,19.0,0.0600590787053884,16175.473684210529,0.0011746178424775,1.954195718839713e-07
Uniform,ipinyou,0.2,0.0625,36.0,0.1165683089521883,17074.166666666668,0.002108448435746,1.896437258239191e-07
Uniform,ipinyou,0.2,0.125,75.0,0.2333544786399254,16391.173333333332,0.004575633389678,1.8982125228368886e-07
Uniform,ipinyou,0.2,0.25,182.0,0.5136259074865998,13509.247252747253,0.0134722532347602,2.0890285876080805e-07
Uniform,ipinyou,0.2,0.5,322.0,0.8414870917500491,12122.32298136646,0.0265625656480985,2.155786439242138e-07
Uniform,ipinyou,0.3,0.03125,16.0,0.0727718934020244,19208.3125,0.0008329727038749,2.3678515942649973e-07
Uniform,ipinyou,0.3,0.0625,39.0,0.1381301141206019,15760.74358974359,0.0024745025371378,2.247227599254265e-07
Uniform,ipinyou,0.3,0.125,80.0,0.2790219334499037,15366.775,0.0052060370507149,2.2696851929723686e-07
Uniform,ipinyou,0.3,0.25,210.0,0.6086388189384814,11708.004761904762,0.0179364464117142,2.475468834462386e-07
Uniform,ipinyou,0.3,0.5,304.0,0.8607229131810276,11271.927631578948,0.026969655052462,2.511837783959766e-07
Uniform,ipinyou,0.4,0.03125,17.0,0.0848567565662686,18078.529411764703,0.0009403419721151,2.761050858713412e-07
Uniform,ipinyou,0.4,0.0625,39.0,0.1690278925818211,15760.74358974359,0.0024745025371378,2.749901045633034e-07
Uniform,ipinyou,0.4,0.125,98.0,0.3463857544710991,12544.295918367348,0.0078123157041048,2.817653966402317e-07
Uniform,ipinyou,0.4,0.25,228.0,0.7374265520967879,10783.701754385966,0.021143017972216,2.999273400310035e-07
Uniform,ipinyou,0.4,0.5,271.0,0.8801381493355461,10787.535055350554,0.0251215869621286,3.010643517547402e-07
Uniform,ipinyou,0.5,0.03125,22.0,0.1065787534521582,13969.681818181818,0.0015748390182635,3.467859079635389e-07
Uniform,ipinyou,0.5,0.0625,42.0,0.2102868713275262,14634.92857142857,0.0028698465998662,3.421151148955878e-07
Uniform,ipinyou,0.5,0.125,99.0,0.4384767689975539,12417.555555555557,0.0079725836181749,3.566771457463724e-07
Uniform,ipinyou,0.5,0.25,228.0,0.8996559081892305,10634.381578947368,0.0214398927015526,3.710473634174945e-07
Uniform,ipinyou,0.5,0.5,228.0,0.8996559081892305,10634.381578947368,0.0214398927015526,3.710473634174945e-07
